Student_name,Student_letter_grade,Student_final_grade,final_exam_score,midterm_grade,midterm_letter_grade,midterm_exam_score,weely_hours_spent_studying _class,weekly_hours_spent_studying_general,weekly_hw_hours_general,weekly_hours_on_hw_class,effort_in_class,effort_outof_class,Study_group,Weekly_time_with_SG,low_sleep,high_sleep,exercise,taken_class_before,feelings_towards_teacher,student_height,student_weight,student_eyecolor,student_average_hw_grade,student_ID,student_credit_hours,student_nickname,student_nickname_ID,student_gpa,student_gpa_before,student_gpa_after,student_seated_row,student_seated_side,A
Hadassah Blanchard,F,11.69,50.06,9,F,12.94,5,13,15,19,Medium,Medium,Y,27,5,10,N,N,,very tall,99.38,brown,22,IEQFVJ,12,Sullivan,SullivanIEQFVJ,3.01,3.01,3.35,3,Left,
Keely Woods,F,4.72,27.66,57,F,79.10,9,0,3,14,Low,Low,Y,22,6,9,Y,N,,below average height,126.45,brown,20,RVS0CM,9,Mcintosh,McintoshRVS0CM,3.46,3.46,0.18,7,Left,
Darnell Mills,B+,86.79,26.27,89,B+,89.09,11,17,11,18,High,Low,Y,38,3,8,Y,Y,,tall,29.03,green,76,RSZFCW,10,Irvine,IrvineRSZFCW,3.94,3.94,1.58,12,Right,
Cohen Raymond,F,44.34,64.54,47,F,97.97,10,13,1,3,Medium,Medium,N,22,3,11,Y,Y,,about average height,274.14,blue,8,XKO270,19,Velazquez,VelazquezXKO270,0.80,0.80,3.46,1,Left,
Julius Booker,C-,71.59,22.46,18,F,29.41,5,5,8,7,Low,Medium,N,11,1,9,Y,N,,medium height,183.51,blue,19,MJJILB,7,Johnson,JohnsonMJJILB,2.10,2.10,1.58,9,Mid,
Shay Dillon,A,99.61,62.66,98,A,33.73,13,8,11,17,High,High,N,16,5,11,Y,Y,,below average height,158.49,brown,37,GLWFEP,8,Kenny,KennyGLWFEP,3.54,3.54,3.07,13,Right,
Can Schofield,C+,77.52,90.70,35,F,49.32,19,8,14,11,Medium,Low,Y,18,1,8,Y,N,,shortish,65.64,brown,22,IKEWG1,7,Perry,PerryIKEWG1,2.02,2.02,3.73,4,Mid,
Aamina Findlay,F,5.10,24.62,91,A-,24.52,20,19,9,9,Low,Low,Y,27,5,10,Y,N,,medium height,260.34,green,30,0NFTNG,4,Pike,Pike0NFTNG,3.81,3.81,0.99,6,Mid,
Lola-Mae Craft,C+,78.72,90.42,75,C,20.99,7,17,6,20,Low,Low,N,19,2,7,Y,Y,,below average height,176.17,brown,15,QXLLCC,4,Field,FieldQXLLCC,2.92,2.92,3.69,14,Right,
Maegan Gates,F,41.51,13.98,77,C,10.82,10,1,2,6,High,Medium,N,12,4,10,N,Y,,above average height,48.23,blue,71,V1AT7S,12,Pope,PopeV1AT7S,2.57,2.57,1.77,13,Mid,
Tammy Pollard,C,74.62,19.24,28,F,4.79,16,14,6,14,Low,Low,Y,31,6,8,N,Y,,above average height,257.22,green,16,9LUMKG,5,North,North9LUMKG,2.20,2.20,2.47,16,Right,
Ayah Mcneil,F,21.05,11.24,29,F,22.56,17,8,19,7,High,Medium,N,21,5,9,Y,N,,tall,71.60,brown,78,SQ6V26,15,Abbott,AbbottSQ6V26,0.37,0.37,3.30,5,Right,
Neve Singh,C,74.67,99.12,82,B-,5.64,14,2,4,14,Low,Medium,N,26,2,7,Y,N,,above average height,235.67,blue,54,3CNO34,7,Wade,Wade3CNO34,2.33,2.33,1.88,2,Mid,
Mahira Sutherland,D,65.78,14.76,50,F,1.09,5,13,10,3,Medium,Medium,N,5,6,10,Y,N,,above average height,150.88,green,7,AREY9V,12,Manning,ManningAREY9V,3.07,3.07,0.77,10,Right,
Tessa Todd,F,36.93,2.31,14,F,29.74,9,15,19,2,Medium,High,N,32,3,10,Y,Y,,very tall,225.61,blue,85,0DJBXU,23,Lees,Lees0DJBXU,1.32,1.32,2.40,5,Left,
Cherish Britton,C-,70.96,69.39,14,F,71.08,16,17,19,13,High,Medium,N,14,2,8,N,Y,,very tall,239.86,green,18,UTXMHM,2,Correa,CorreaUTXMHM,2.42,2.42,3.65,15,Left,
Aidan Davey,F,50.73,48.33,39,F,83.79,15,6,7,4,Medium,Medium,Y,2,4,7,N,N,,above average height,105.01,green,91,7QGRUW,11,Keith,Keith7QGRUW,1.19,1.19,1.63,3,Mid,
Stephan Ireland,C,75.23,92.93,30,F,80.36,8,3,5,16,High,Medium,N,6,5,8,N,Y,,tall,208.45,blue,80,Q7RC1Y,2,Plummer,PlummerQ7RC1Y,3.05,3.05,2.31,1,Right,
Emir Glenn,F,1.32,35.56,71,C-,74.13,9,20,13,11,High,High,N,29,4,7,Y,Y,,about average height,264.33,blue,83,R5YS18,24,Raymond,RaymondR5YS18,2.46,2.46,2.90,3,Mid,
Anisah Finley,C-,71.37,0.62,32,F,19.34,3,9,16,6,Medium,Medium,N,30,4,11,N,Y,,medium height,114.24,blue,98,XWNEXC,6,O'Moore,O'MooreXWNEXC,0.07,0.07,3.88,16,Left,
Kloe Connor,F,14.27,33.12,72,C-,61.16,13,10,7,0,High,Low,Y,10,4,10,Y,Y,,shortish,265.88,green,60,LVIUKN,1,Owen,OwenLVIUKN,3.40,3.40,0.65,7,Left,
Kayson Hayes,A,99.23,1.06,43,F,84.51,4,3,8,2,Low,High,N,16,5,8,Y,N,,about average height,231.33,blue,68,5XVR42,9,Hunter,Hunter5XVR42,0.52,0.52,3.52,3,Mid,
Wilf Southern,F,38.67,60.85,64,D,20.13,18,19,0,0,Low,Medium,N,27,5,9,N,Y,,very short,187.10,blue,70,HWDIFN,17,Beach,BeachHWDIFN,3.66,3.66,3.51,13,Right,
Husna Roberts,C+,79.48,31.90,30,F,44.11,6,3,3,10,Medium,Medium,Y,34,4,10,Y,Y,,about average height,215.33,brown,74,PZEFMT,9,Zhang,ZhangPZEFMT,3.45,3.45,3.27,9,Mid,
Layan Powell,F,12.13,62.21,14,F,56.05,7,4,2,2,High,Low,N,3,5,7,Y,N,,about average height,299.59,brown,47,P9KXBO,17,Levine,LevineP9KXBO,0.70,0.70,3.25,3,Mid,
Brenda Sharma,F,20.90,11.10,67,D+,66.47,0,8,13,2,High,Medium,Y,28,6,11,N,Y,,above average height,218.98,brown,46,LDZ565,13,Arellano,ArellanoLDZ565,3.90,3.90,0.05,5,Left,
Nabila Wang,A,95.30,60.82,69,D+,53.56,14,17,20,14,Medium,Medium,Y,21,4,9,Y,N,,about average height,118.32,blue,2,8YTYJS,10,Pate,Pate8YTYJS,2.16,2.16,0.49,15,Left,
Johanna Clements,F,2.55,64.86,30,F,55.69,14,4,18,18,Low,Medium,Y,30,6,7,Y,N,,about average height,43.71,blue,14,AMOQK2,21,Solomon,SolomonAMOQK2,2.18,2.18,0.20,3,Left,
Hiba Rooney,F,53.20,71.83,20,F,26.20,19,5,7,10,High,Medium,Y,5,1,8,N,N,,above average height,97.61,green,97,JMW3HR,15,Welch,WelchJMW3HR,2.75,2.75,3.58,12,Mid,
Zayna Mason,D+,68.74,97.87,63,D,98.26,14,0,17,18,Medium,High,Y,37,1,11,Y,N,,about average height,128.96,blue,73,I8R76P,18,Rivera,RiveraI8R76P,1.26,1.26,0.05,12,Mid,
Oliver Pittman,C,73.92,75.60,81,B-,61.32,9,7,18,18,Low,Low,Y,11,6,7,N,Y,,below average height,117.73,blue,25,DPFI0I,3,Delacruz,DelacruzDPFI0I,2.63,2.63,0.15,1,Left,
Giovanni Pearce,F,28.33,64.98,17,F,87.87,3,10,11,6,Low,Medium,N,5,6,10,Y,Y,,about average height,11.42,green,53,QLYWCR,1,Kouma,KoumaQLYWCR,0.49,0.49,0.48,6,Right,
Brandi Knight,F,49.38,0.08,54,F,15.24,2,19,19,11,Medium,Medium,N,31,5,10,Y,Y,,tallish,129.00,brown,67,8208KU,19,Conroy,Conroy8208KU,1.53,1.53,1.97,3,Mid,
Artur Goodman,F,39.86,79.91,7,F,20.48,3,12,16,5,Low,Low,Y,15,6,9,Y,N,,tallish,44.91,brown,37,907NJ4,8,Woodley,Woodley907NJ4,2.54,2.54,2.25,8,Mid,
Priyanka Webber,D,66.09,80.45,59,F,20.38,5,14,18,12,Medium,Medium,Y,12,3,10,Y,N,,above average height,239.58,brown,84,5S69F8,21,Fitzgerald,Fitzgerald5S69F8,1.95,1.95,2.49,13,Left,
Katie-Louise Bruce,A,98.63,82.82,10,F,51.72,0,15,16,9,High,Medium,Y,33,2,8,N,N,,below average height,157.50,brown,60,U00Z3J,24,Barton,BartonU00Z3J,3.89,3.89,2.62,15,Left,
Sanna Pierce,A-,89.83,72.92,20,F,53.93,18,5,17,12,Low,High,N,3,3,7,N,N,,below average height,49.86,blue,32,NSDMMX,21,Harrison,HarrisonNSDMMX,1.42,1.42,1.13,8,Left,
Nawal Perkins,A,95.13,10.16,55,F,44.86,10,18,15,18,High,Medium,N,16,2,11,Y,Y,,tall,45.04,blue,25,Z1WDNI,8,Fuller,FullerZ1WDNI,1.46,1.46,1.89,10,Mid,
Kareena Blackmore,A,93.74,92.41,31,F,94.79,0,5,10,15,Low,Low,Y,5,2,7,N,N,,about average height,297.79,green,79,7VWBUY,4,Russell,Russell7VWBUY,0.86,0.86,0.22,12,Left,
Zeynep Duncan,F,25.28,32.42,11,F,15.19,0,3,13,2,High,Low,Y,29,6,9,Y,Y,,short,291.50,blue,55,75T2KK,19,Shepard,Shepard75T2KK,0.62,0.62,0.29,4,Right,
Waqar Bean,F,46.26,34.26,42,F,78.55,2,10,11,18,High,High,N,36,4,11,N,Y,,tallish,205.77,green,96,39H1E0,9,Black,Black39H1E0,3.04,3.04,2.15,10,Right,
Aaisha Brown,F,10.22,48.51,17,F,31.83,16,0,2,0,Medium,Medium,N,10,4,9,N,Y,,short,225.02,blue,55,HTBT1X,18,Gay,GayHTBT1X,2.43,2.43,3.29,1,Left,
Waqas Person,F,49.23,13.46,98,A,41.00,1,15,2,18,High,Low,Y,14,6,10,N,N,,above average height,62.44,green,4,9YE2AE,16,Hammond,Hammond9YE2AE,2.29,2.29,3.28,13,Mid,
Anoushka Bass,F,3.51,32.76,74,C,99.01,5,0,9,15,Medium,High,Y,37,1,10,Y,Y,,above average height,6.20,green,70,BJV5BC,5,Fletcher,FletcherBJV5BC,1.24,1.24,0.58,10,Mid,
Tilly-Mae Brewer,A,98.55,83.61,70,C-,46.55,10,12,5,4,Medium,Medium,Y,19,5,11,N,Y,,above average height,81.03,green,55,IYVFH3,17,Langley,LangleyIYVFH3,3.69,3.69,0.10,15,Mid,
Yash Saunders,D-,61.89,95.55,41,F,53.88,3,15,9,8,High,High,Y,19,5,11,Y,N,,above average height,193.49,blue,23,214UZ4,20,Mueller,Mueller214UZ4,1.90,1.90,1.69,16,Mid,
Ella-May Dupont,A,92.51,90.76,63,D,73.82,0,18,6,20,Medium,High,Y,40,3,8,N,Y,,above average height,177.40,blue,38,FYX813,14,Hahn,HahnFYX813,3.72,3.72,3.48,12,Left,
Ruairidh Garcia,B-,80.16,71.63,66,D,82.38,20,3,9,6,Low,Low,N,33,4,9,Y,N,,about average height,276.57,green,100,XFZKJ6,7,Saunders,SaundersXFZKJ6,0.13,0.13,0.28,12,Mid,
Roseanna Boyer,F,9.37,23.30,27,F,26.54,4,2,13,16,Medium,High,Y,35,2,8,N,Y,,tall,213.45,blue,97,44VVEK,21,Tang,Tang44VVEK,0.37,0.37,1.02,15,Right,
Saim Mooney,C+,79.32,54.73,43,F,56.58,6,14,9,18,Medium,Low,N,18,6,8,Y,Y,,above average height,300.00,brown,51,TCQBS4,4,Kramer,KramerTCQBS4,3.96,3.96,2.56,15,Left,
Kunal Montes,F,46.01,36.90,52,F,77.21,4,14,7,5,Medium,High,Y,37,4,7,N,N,,short,125.00,blue,82,D53ZB9,4,Davie,DavieD53ZB9,3.89,3.89,2.94,6,Right,
Jameel Barlow,A,95.39,89.79,38,F,28.00,11,10,13,5,High,High,N,5,4,10,Y,Y,,very short,192.05,green,24,PELPNV,5,Cannon,CannonPELPNV,2.76,2.76,0.64,12,Left,
Ariya Vega,F,8.50,52.77,45,F,2.07,9,13,11,4,High,High,N,32,2,8,Y,Y,,below average height,287.78,brown,77,67MNTA,23,Rosas,Rosas67MNTA,1.42,1.42,3.29,14,Left,
Hebe Bate,F,33.00,49.43,17,F,71.99,3,2,4,6,Low,Medium,Y,38,4,8,Y,Y,,very short,2.37,blue,43,XHSEJW,24,Britton,BrittonXHSEJW,1.24,1.24,3.39,14,Right,
Reema Stout,F,13.85,70.75,82,B-,41.97,3,4,11,4,Low,High,Y,9,5,8,Y,Y,,very tall,130.72,blue,95,2UGDDC,22,Macdonald,Macdonald2UGDDC,3.82,3.82,2.80,8,Mid,
Cassian Bloggs,C,74.96,90.81,80,B-,66.25,18,4,10,20,High,Medium,Y,22,1,7,N,Y,,short,251.37,blue,38,G516R9,14,Lopez,LopezG516R9,3.77,3.77,2.77,13,Left,
Abigale Duffy,F,31.93,12.97,36,F,8.64,3,8,11,18,Low,High,Y,38,6,9,N,N,,medium height,219.65,brown,16,ZADF9Q,22,Currie,CurrieZADF9Q,0.26,0.26,2.45,4,Mid,
Shabaz Oconnor,A,94.68,82.97,68,D+,28.48,18,20,5,5,Medium,High,Y,2,6,11,N,Y,,tallish,255.01,green,62,AWLIAO,14,Benson,BensonAWLIAO,0.48,0.48,3.40,15,Right,
Deborah Martinez,C-,71.63,11.16,24,F,1.02,18,20,0,17,High,High,Y,35,1,10,N,N,,above average height,6.33,green,39,HBKSGF,17,Jacobson,JacobsonHBKSGF,3.73,3.73,2.27,3,Mid,
Ivy Collins,D-,61.16,17.00,37,F,96.91,0,20,2,18,High,Low,Y,11,6,7,Y,Y,,medium height,113.20,blue,67,7XGV4E,11,Woodcock,Woodcock7XGV4E,2.11,2.11,0.44,6,Left,
Kenya Mora,F,11.08,70.39,93,A-,7.20,11,9,20,19,High,High,Y,39,5,10,N,Y,,very tall,113.03,brown,69,1D36OG,3,Haines,Haines1D36OG,1.45,1.45,3.78,10,Left,
Mimi Weir,C-,71.82,58.50,86,B,96.66,9,3,6,0,Low,Medium,N,38,4,10,N,Y,,above average height,64.14,blue,28,EANL0G,9,Morris,MorrisEANL0G,2.50,2.50,3.04,16,Mid,
Kevin Cope,B-,80.54,11.76,99,A,93.72,16,19,4,13,High,Low,Y,21,6,7,Y,Y,,tallish,84.04,green,91,X1Y68I,18,Roberts,RobertsX1Y68I,3.01,3.01,3.24,1,Left,
Johnnie Johnson,D,63.61,27.72,66,D,49.90,17,7,8,4,Low,Medium,Y,19,2,7,N,N,,very short,232.55,blue,73,XY5C8S,17,Garrett,GarrettXY5C8S,3.13,3.13,0.49,6,Right,
Geraldine Cairns,F,8.70,77.76,29,F,4.95,4,18,11,6,Low,High,Y,32,2,7,N,Y,,about average height,222.90,green,91,3GU84W,8,Conley,Conley3GU84W,1.48,1.48,3.65,7,Left,
Millie Burris,D-,59.85,21.05,31,F,51.09,3,13,8,2,Medium,High,Y,12,1,8,Y,N,,short,228.24,green,16,X3426V,22,Frost,FrostX3426V,0.16,0.16,2.66,3,Mid,
Sky Bevan,F,41.64,70.91,73,C-,74.51,4,17,15,1,Medium,Low,N,32,2,10,N,Y,,short,98.68,blue,13,RWHQP0,12,Whitworth,WhitworthRWHQP0,2.11,2.11,3.20,3,Right,
Lucia Holcomb,F,19.98,90.88,57,F,0.02,11,4,5,11,Low,Low,N,2,2,8,Y,Y,,below average height,98.00,brown,70,35ZGRM,14,Pratt,Pratt35ZGRM,2.96,2.96,0.12,13,Left,
Elysia Goddard,F,39.18,37.46,99,A,1.81,3,13,10,12,Low,Low,N,20,5,8,Y,N,,about average height,139.60,green,51,BY0EY1,4,Bowler,BowlerBY0EY1,0.75,0.75,1.90,14,Mid,
Charli Casey,F,37.24,94.90,47,F,75.95,6,4,18,13,Medium,Medium,N,6,4,7,N,Y,,tallish,159.78,brown,17,AIW5XN,24,Kay,KayAIW5XN,2.17,2.17,1.96,3,Right,
Alvin Parsons,B+,87.84,27.10,28,F,62.75,19,8,9,14,Medium,Medium,Y,30,4,7,N,Y,,short,293.53,blue,70,6LL4R3,20,Massey,Massey6LL4R3,1.51,1.51,2.79,5,Left,
Blythe Hunter,D-,61.18,52.26,84,B,85.46,11,8,4,10,Medium,High,Y,38,2,11,N,Y,,below average height,293.52,green,51,UWEW40,24,O'Reilly,O'ReillyUWEW40,3.23,3.23,0.44,16,Mid,
Sienna Stone,B+,88.16,16.94,65,D,2.16,11,18,0,17,High,Low,Y,16,1,8,Y,N,,above average height,53.78,brown,4,DBQ6NH,17,Andrew,AndrewDBQ6NH,3.26,3.26,0.65,7,Mid,
Gregor Gill,F,29.72,3.15,85,B,65.92,6,1,0,15,Low,Low,N,36,2,10,Y,N,,very tall,107.47,blue,74,EMY9NF,21,Heaton,HeatonEMY9NF,1.46,1.46,2.20,4,Mid,
Ela Barton,C,74.14,89.83,49,F,42.99,17,1,14,12,Medium,Low,N,3,4,7,N,Y,,very tall,228.27,blue,93,L2YJK6,15,Holden,HoldenL2YJK6,2.71,2.71,3.32,16,Left,
Bayley Moon,D,63.84,79.97,99,A,96.88,4,1,4,17,Low,Medium,N,40,3,7,N,Y,,medium height,271.32,green,28,KOUM8F,10,Harding,HardingKOUM8F,1.61,1.61,2.73,12,Left,
Rayyan Warner,C,73.13,44.52,32,F,92.95,0,16,5,7,Medium,Low,N,24,5,7,N,N,,about average height,276.86,blue,26,FEHX27,21,Knights,KnightsFEHX27,2.44,2.44,2.12,14,Right,
Raife Oconnell,C+,79.38,68.70,3,F,66.44,11,19,20,14,Low,Low,Y,12,4,11,Y,Y,,medium height,290.58,blue,4,S10CEG,20,Dunkley,DunkleyS10CEG,0.67,0.67,3.09,2,Left,
Yunus Small,F,27.63,41.68,38,F,14.38,1,18,9,5,High,Low,Y,40,2,9,Y,N,,below average height,202.35,brown,39,AS2XM9,2,Lynn,LynnAS2XM9,2.78,2.78,2.59,10,Mid,
Christiana Gonzalez,F,52.06,19.49,60,D-,81.84,15,19,5,9,Medium,Medium,Y,31,3,9,Y,N,,below average height,107.71,blue,15,BP9CMJ,16,Dominguez,DominguezBP9CMJ,2.37,2.37,0.62,2,Mid,
Salim Carter,F,52.34,32.25,62,D-,15.21,2,19,14,15,Medium,Medium,Y,30,2,10,Y,Y,,about average height,213.83,green,100,7HYZHN,6,Stewart,Stewart7HYZHN,1.61,1.61,3.94,13,Left,
Thea O'Reilly,B,84.60,66.81,47,F,83.20,9,16,19,0,Low,High,N,33,3,8,N,Y,,shortish,212.37,brown,96,WFTFV8,7,Duncan,DuncanWFTFV8,1.41,1.41,3.38,14,Right,
Orlaith Jensen,B,86.07,99.70,92,A-,83.58,4,10,18,10,High,Medium,Y,1,6,9,Y,Y,,very tall,110.35,green,100,Q8GBOC,5,Major,MajorQ8GBOC,0.23,0.23,0.68,7,Left,
Sarah-Jayne Plant,F,39.04,83.93,85,B,17.50,8,18,10,4,Medium,High,N,5,2,10,N,Y,,about average height,111.80,brown,69,SHOTQY,6,Espinoza,EspinozaSHOTQY,3.80,3.80,1.56,15,Left,
Paisley Wall,C-,69.52,82.30,70,C-,5.00,19,6,17,4,Medium,High,Y,20,5,9,N,N,,about average height,238.65,blue,41,AKPQXD,10,Hess,HessAKPQXD,3.87,3.87,2.37,16,Left,
Fardeen Mcculloch,C,75.32,9.74,53,F,16.04,13,0,11,7,High,Low,Y,29,1,9,N,N,,below average height,233.33,blue,79,AUVIMZ,19,Malone,MaloneAUVIMZ,3.49,3.49,1.53,15,Mid,
Jaxson Mcnamara,C-,71.61,81.69,50,F,6.40,15,14,9,15,Medium,Low,N,31,2,8,N,N,,very short,190.70,blue,41,5YKGHG,18,Knapp,Knapp5YKGHG,2.95,2.95,1.34,8,Mid,
Sami Compton,A,94.56,42.15,93,A,31.13,9,15,12,6,High,Medium,N,11,6,11,Y,Y,,above average height,218.60,green,67,J9DIUC,9,Sloan,SloanJ9DIUC,0.75,0.75,0.35,16,Left,
Katie Kaur,F,31.73,8.57,99,A,93.75,9,19,9,2,Medium,Medium,N,28,2,8,Y,Y,,tallish,248.98,brown,2,CNGICT,24,Thatcher,ThatcherCNGICT,0.22,0.22,3.94,10,Mid,
Lexie Derrick,D-,61.94,42.86,57,F,95.61,4,6,17,11,Medium,Low,Y,16,1,10,Y,Y,,short,141.86,blue,66,EZXLDR,7,Cruz,CruzEZXLDR,2.46,2.46,1.24,7,Left,
Oliwia Rangel,F,51.62,42.98,93,A-,11.23,2,12,16,10,Low,Medium,Y,39,1,8,N,Y,,about average height,208.12,brown,26,KEOVJJ,18,Alvarez,AlvarezKEOVJJ,1.52,1.52,1.45,1,Mid,
Tiya Frank,D-,61.30,91.11,37,F,83.64,5,14,13,18,High,Low,N,40,1,9,Y,Y,,below average height,92.22,green,43,AATZ7R,23,Neale,NealeAATZ7R,2.09,2.09,2.68,16,Left,
Mccauley Goodwin,F,33.10,45.55,84,B,37.92,19,4,20,14,Medium,Medium,N,11,5,8,Y,N,,about average height,26.88,brown,25,4Q7JRJ,19,Britt,Britt4Q7JRJ,2.10,2.10,2.35,7,Left,
Sarina Browne,C+,78.05,0.78,10,F,60.80,1,8,1,0,Medium,Medium,Y,4,6,7,N,N,,above average height,34.74,green,6,HDQO4S,14,Rowley,RowleyHDQO4S,3.52,3.52,2.45,14,Right,
Kenneth Cooley,F,56.89,24.38,82,B-,96.26,5,10,19,20,High,High,N,32,3,7,Y,Y,,very tall,34.48,brown,56,0419LM,21,Bravo,Bravo0419LM,1.44,1.44,2.03,14,Left,
Margie Mustafa,F,25.00,81.91,68,D+,60.36,19,0,11,14,Low,High,N,11,1,10,N,Y,,very tall,203.66,green,38,128PBW,13,Mendez,Mendez128PBW,3.20,3.20,0.86,2,Right,
Yasemin Santiago,D-,62.13,3.44,31,F,95.54,6,4,8,10,Low,High,Y,24,6,9,Y,Y,,about average height,76.94,blue,74,7TYBG9,18,Clements,Clements7TYBG9,2.28,2.28,3.81,7,Mid,
Carole Taylor,C+,76.77,75.46,18,F,27.91,0,16,0,17,Low,High,N,28,1,8,N,N,,short,207.99,brown,10,VSSRUK,16,Morales,MoralesVSSRUK,3.68,3.68,0.84,15,Mid,
Abraham O'Brien,F,55.43,74.72,13,F,42.47,11,4,7,7,Low,Low,Y,23,2,7,N,Y,,above average height,294.45,brown,100,FK5OEP,16,Simons,SimonsFK5OEP,3.21,3.21,2.64,6,Mid,
Romany Valdez,B-,81.79,61.57,28,F,79.89,11,4,8,11,High,Low,N,25,3,9,N,N,,shortish,252.63,green,47,RTO5PA,4,Carver,CarverRTO5PA,3.70,3.70,0.14,3,Right,
Nabila Beck,F,33.37,55.09,24,F,95.55,9,11,4,3,Low,Low,N,10,5,8,N,N,,above average height,135.03,green,36,ZWO3WP,21,Acevedo,AcevedoZWO3WP,1.13,1.13,0.27,7,Left,
Ebonie Farrow,F,32.18,42.94,58,F,43.41,18,10,0,9,Medium,Medium,Y,25,2,11,Y,Y,,medium height,176.27,blue,40,Z6UULC,14,Taylor,TaylorZ6UULC,2.06,2.06,1.32,2,Right,
Valentina Dalby,F,13.17,12.36,57,F,2.59,8,6,6,7,Medium,High,Y,14,2,9,Y,N,,short,230.51,green,81,VAJTGS,20,Weaver,WeaverVAJTGS,2.46,2.46,1.13,16,Left,
Troy Britton,F,9.27,22.73,44,F,79.84,3,11,15,8,High,Medium,Y,34,6,11,N,Y,,about average height,250.72,blue,54,14MEC8,23,Vang,Vang14MEC8,1.46,1.46,2.31,3,Left,
Elin Frey,D,65.41,68.90,100,A,39.68,6,2,7,20,Low,Low,Y,35,5,8,N,N,,above average height,134.01,brown,54,KIYDUY,14,Adam,AdamKIYDUY,3.60,3.60,2.69,4,Right,
Summer-Rose Sanchez,F,44.89,27.16,90,B+,6.34,7,5,2,13,High,High,Y,26,6,7,N,N,,short,145.50,blue,98,W46GVW,7,Orr,OrrW46GVW,1.58,1.58,0.81,5,Right,
Bernard Ritter,F,40.32,95.12,5,F,35.20,12,1,18,12,High,Low,Y,27,1,7,Y,N,,below average height,75.99,green,18,396Q1E,14,Hoover,Hoover396Q1E,1.30,1.30,3.81,10,Mid,
Dakota Osborne,F,50.48,43.78,99,A,61.09,3,1,0,14,Medium,High,Y,13,3,9,Y,N,,about average height,75.12,blue,71,S51UGM,6,Preece,PreeceS51UGM,3.97,3.97,3.96,3,Right,
Bryson Hurst,F,42.90,4.53,27,F,92.28,9,10,3,9,Medium,Low,N,1,4,9,N,N,,below average height,78.11,brown,77,NLPFAF,8,Mcintosh,McintoshNLPFAF,2.49,2.49,0.57,15,Right,
Harleigh Mill,,,,28,F,20.52,4,10,1,7,High,Medium,N,39,6,9,N,N,,tall,26.84,blue,75,098JMO,14,Holland,Holland098JMO,3.06,3.06,1.82,1,Mid,
Levison Cresswell,F,11.93,45.02,33,F,37.94,5,17,2,5,Low,Low,N,27,1,7,Y,Y,,medium height,239.40,brown,90,IZA5UH,9,Jarvis,JarvisIZA5UH,2.67,2.67,2.63,5,Mid,
Blanka Hutton,F,25.66,29.81,16,F,58.66,15,4,19,18,Low,High,N,27,2,10,Y,N,,above average height,18.99,green,76,JXHKU1,15,Rojas,RojasJXHKU1,2.17,2.17,0.66,2,Left,
Sheldon Larsen,F,0.70,68.92,40,F,37.04,15,20,6,3,High,Medium,Y,26,6,11,Y,Y,,medium height,24.49,green,51,FPG6P5,13,Stevens,StevensFPG6P5,2.97,2.97,3.48,9,Right,
Evie-Grace Goff,F,34.85,17.08,65,D,6.46,4,12,3,8,Medium,Low,Y,28,5,7,Y,Y,,about average height,234.94,brown,73,4NAMDF,5,Montes,Montes4NAMDF,0.84,0.84,2.90,6,Left,
Mirza Sparks,B-,81.88,7.60,2,F,17.08,9,14,3,12,Medium,High,Y,8,4,9,Y,N,,very tall,135.59,brown,16,XGNJWU,4,Scott,ScottXGNJWU,3.74,3.74,2.32,9,Left,
Nichola Noel,F,1.91,46.87,18,F,70.69,2,2,1,17,Low,Medium,Y,4,1,10,N,N,,above average height,78.11,green,37,AP60Y6,8,Kavanagh,KavanaghAP60Y6,2.93,2.93,0.83,4,Left,
Raheel Kennedy,F,42.38,1.34,96,A,29.49,2,18,0,16,Medium,High,Y,36,3,10,N,N,,tall,156.93,green,36,HS6Y4L,4,Chapman,ChapmanHS6Y4L,2.12,2.12,2.39,8,Right,
Brendon Millar,F,37.88,40.76,67,D,25.51,5,0,2,3,Low,Medium,N,13,2,7,N,N,,tall,128.43,brown,42,H23P37,8,Sharpe,SharpeH23P37,0.20,0.20,1.69,13,Right,
Gianni Greenwood,D,62.68,17.54,57,F,74.60,5,17,3,5,Medium,Low,N,29,4,7,N,Y,,above average height,178.82,blue,68,D5RYYX,6,Hodges,HodgesD5RYYX,2.72,2.72,3.87,11,Right,
Amelia-Mae Murphy,F,36.35,29.27,3,F,8.02,8,6,18,12,Medium,Low,Y,35,5,8,N,Y,,tall,75.89,brown,38,0GLQBK,13,Mccall,Mccall0GLQBK,3.71,3.71,3.24,5,Left,
Malachy Rosales,F,14.79,33.57,85,B,36.24,10,5,10,0,Low,High,N,31,2,9,Y,N,,about average height,214.90,green,50,KVXZTB,7,Whitehouse,WhitehouseKVXZTB,0.82,0.82,1.74,4,Left,
Alfie Quintero,F,20.05,97.01,32,F,11.45,2,6,8,7,Low,Medium,Y,19,2,10,N,Y,,shortish,70.14,green,69,LG5TU8,19,Shah,ShahLG5TU8,0.06,0.06,0.93,14,Right,
Ayaana Rowe,F,14.06,97.43,43,F,61.50,18,17,16,3,Low,High,N,24,5,8,N,N,,tall,239.50,brown,14,SV53R0,10,Hewitt,HewittSV53R0,1.51,1.51,3.98,9,Right,
